question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
To what does the term “gluconeogenesis” refer?,the conversion of glycogen to glucose.,the removal of an amine group from an amino acid.,the production of glucose from non-carbohydrate molecules.,the conversion of disaccharides to monosaccharides.,C,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.725,Chapter 10 - Lymphatic System; Chapter 2 - Classification,"term, to",,,0.000,,
Which of the following is TRUE of bile?,it converts inactive pancreatic enzymes to active form.,needed in the small intestine for the digestion of fats.,synthesised by the gall bladder.,needed in the small intestine for the emulsiﬁ cation of fats.,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.933,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, of the, the",,,0.000,,
Why are the blood capillaries in the liver lobules so permeable?,to allow the products of digestion to leave the blood for processing in the liver.,to allow fatty acids to leave the liver cells to enter the blood.,to allow plasma proteins that are synthesised in the liver to enter the blood.,to allow red blood cells at the end of their life to leave the blood to be recycled in the liver.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.954,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"are, are the, in, in the, the",,,0.000,,
Which layer of the gastro-intestinal tract is in contact with the contents of the gut?,Muscularis externa,Mucosa,Serosa,Sub-mucosa,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"in, is, layer, of, the, with",,,0.000,,
What is the name given to the process of moving the gut contents along the tract in the right direction?,Peristalsis,Emesis,Segmentation,Deglutition,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.998,Chapter 1 - Chemicals; Chapter 2 - Classification,"in, in the, is, name, of, the, to",,,0.000,,
Which of the following substances is NOT produced by the cells of the gastric glands?,mucus,hydrochloric acid,gastrin,pepsin,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.997,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"by, by the, gland, of, of the, the",,,0.000,,
Which hormone stimulates the release of bile and pancreatic juice?,cholecystokinin,secretin,intestinal gastrin,pepsin,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.911,Chapter 16 - Endocrine System,"and, hormone, of, the",,,0.000,,
What molecules are the products of protein hydrolysis?,Monoglycerols and free fatty acids,Monosaccharides and disaccharides,Amino acids,Amino acids and small peptides,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.979,Chapter 1 - Chemicals,"are, are the, molecule, of, of protein, protein, the",,,0.000,,
What happens to the products of lipid digestion in the gut?,They are actively transported into the epithelial cells lining the gut.,They diffuse into epithelial cells and are reconstituted into triglycerides.,They are transported to the liver by the hepatic portal vein.,"They diffuse through the plasma membrane of epithelial cells, then diffuse into blood capillaries",B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.983,Chapter 1 - Chemicals; Chapter 2 - Classification,"in, in the, lipid, of, the, to",,,0.000,,
One of these processes is NOT part of carbohydrate metabolism in the liver. Which one?,Production of ATP from glucose,Production of glucose from glycogen,Production of glucose from amino acids,Production of glycogen from glucose,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.995,Chapter 1 - Chemicals,"carbohydrate, in, in the, is, of, of carbohydrate, the",,,0.000,,
The liver contains “leaky capillaries” known as sinusoids. This enables what liver product to enter the blood stream?,Angiotensinogen,Kupffer cells,Plasma proteins,Cholesterol,C,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.929,Chapter 10 - Lymphatic System; Chapter 2 - Classification,"blood, capillari, contain, enter, to",,,0.000,,
What is the function of bile salts?,To assist the absorption of digested lipids,To emulsify lipids,To hydrolyse lipids,To digest lipids,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.976,Chapter 1 - Chemicals,"function, function of, is, of, salt, the",,,0.000,,
Digestion of food molecules is necessary so that:,Indigestible food molecules are separated from digestible food molecules,Essential amino acids and fatty acids may be absorbed by the body,Excretion of waste products can occur via the bowel,Food may be converted into particles small enough to pass into the cells of the gut wall,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.803,Chapter 1 - Chemicals,"is, molecule, of",,,0.000,,
Where is the gastro-oesophageal sphincter?,between the stomach and the duodenum,between the stomach and the caecum,at the entrance to the stomach,before the external anal sphincter 9 Gastro-Intestinal System 169,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.671,Chapter 1 - Chemicals,"is, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.828,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"is, the"
What are the end products resulting from the digestion of carbohydrates?,monosaccharides,monoglycerols,pentose sugars,amino acids,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.996,Chapter 1 - Chemicals,"are, are the, carbohydrate, from, of, of carbohydrate, the",,,0.000,,
Which sections of the gut perform the majority of the digestion of food and absorption of the digested products?,stomach and duodenum,jejunum and ileum,ascending colon and transverse colon,duodenum and jejunum,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.999,Chapter 16 - Endocrine System; Chapter 2 - Classification,"and, of, of the, the",,,0.000,,
Which enzyme below digests proteins?,nuclease,maltase,carboxypeptidase,transaminase,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.628,Chapter 1 - Chemicals,"enzyme, protein",chapter_1::1_9_proteins_heads_up,1.9 Proteins (Heads-up),0.828,chapter_1::1_9_proteins_heads_up; chapter_1::1_x_organic_molecules_overview,"enzyme, protein"
To what does the term “gluconeogenesis” refer?,the conversion of non-carbohydrate molecules to glucose,the formation of non-essential amino acids from a keto-acid,the removal of an amine group from a molecule,the release of glucose from stored glycogen,A,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.725,Chapter 10 - Lymphatic System; Chapter 2 - Classification,"term, to",,,0.000,,
A lobule of the liver contains several blood vessels. Which one carries nutrient- rich blood from the small intestine?,hepatic artery proper,hepatic portal vein,central vein,bile ductule 9 Gastro-Intestinal System 170,B,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.996,Chapter 10 - Lymphatic System; Chapter 16 - Endocrine System,"a, blood, carri, contain, from, of, one, rich",chapter_10::10_2_lymphatic_system_heads_up,10.2 Lymphatic System (Heads-up),0.997,chapter_10::10_2_lymphatic_system_heads_up,"a, blood, carri, contain, from, rich"
Which of the following could NOT be used to describe pepsinogen?,it is a protein,it is a hormone,it is related to an enzyme,it is inactive,B,,,,,,,,,,,,,Chapter 2 - Classification,0.959,Chapter 2 - Classification; Chapter 1 - Chemicals,"be, of, the, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.967,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to"
What is the function of the oesophagus in digestion?,It is a site of mechanical digestion.,It transfers food from the mouth to the stomach.,The oesophagus secretes amylase to begin carbohydrate digestion.,the oesophagus secretes hydrochloric acid.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.987,Chapter 1 - Chemicals,"function, function of, in, is, of, the",,,0.000,,
What is the purpose of the mucosal barrier between the cells of the stomach wall and the stomach contents?,It prevents the enzymes in the stomach contents from digesting the stomach,It converts pepsinogen to its active form.,It prevents bacteria in the stomach from invading the stomach wall.,It prevents undigested food molecules from being absorbed by the stom- ach lining.,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.998,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"and, between, of, of the, the",,,0.000,,
Which parts of the alimentary canal prepare food for chemical digestion?,"the mouth, oesophagus and stomach.","the mouth, stomach and small intestine.","the mouth, stomach and duodenum.","the teeth, stomach and pancreas.",C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.949,Chapter 16 - Endocrine System,"chemical, of, of the, part, the",,,0.000,,
What food is digested by lipase?,nucleic acids,carbohydrates 9 Gastro-Intestinal System 171,polypeptides,triglycerides,D,,,,,,,,,,,,,Chapter 2 - Classification,0.831,Chapter 2 - Classification,"by, digest, food",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.939,chapter_2::2_5_the_animal_kingdom_heads_up,"by, digest, food"
What food is digested into monoglycerols?,protein,lipid,nucleic acid,starch,B,,,,,,,,,,,,,Chapter 2 - Classification,0.831,Chapter 2 - Classification,"digest, food, into",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.819,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"digest, food"
What is the function of bile?,bile hydrolyses polypeptides.,bile emulsiﬁ es fats and oils.,bile activates procarboxypeptidase.,bile stimulates the pancreas to secrete pancreatic juice.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.952,Chapter 1 - Chemicals,"function, function of, is, of, the",,,0.000,,
The liver is able to deaminate amino acids forming ammonia in the process. What happens to the ammonia?,It is phagocytosed by Kupffer cells.,It is used in transamination to form non-essential amino acids.,It is converted to bile to be excreted via the gut.,It is converted to urea for excretion by the kidneys.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"acid, amino, amino acid, form, in, in the, is, the, to",,,0.000,,
What happens to the products of digestion of lipids? They are absorbed into a:,capillary and transported by the blood to the liver.,capillary and transported by the blood to the heart.,lacteal and transported by the lymph to the heart.,lacteal and transported by the lymph to the liver.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.994,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, are, into, lipid, of, the, to",,,0.000,,
"If blood glucose is high, what does the liver do about it?",The liver converts glucose to glycogen or triglycerides.,The liver performs glycogenolysis.,The liver performs gluconeogenesis.,The liver transaminates glucose to produce amino acids. 9 Gastro-Intestinal System 172,A,,,,,,,,,,,,,Chapter 9 - Respiratory System,0.890,Chapter 9 - Respiratory System,"blood, glucose, is, it",chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,9.3 Diffusion & Transport of Oxygen (Heads-up),0.914,chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"blood, is, it"
Which is an enzyme secreted by the gastric glands?,pepsin,gastrin,Cholecystokinin,intrinsic factor,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.898,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"by, enzyme, is, the",,,0.000,,
What are the products of protein digestion?,monoglycerols and fatty acids,"dipeptides, tripeptides and amino acids","bases, pentose sugars and nitrate ions",monosaccharides and disaccharides,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.962,Chapter 1 - Chemicals,"are, are the, of, of protein, protein, the",,,0.000,,
Which three sections does the small intestine consists of?,"ileum duodenum, caecum","antrum, jejunum, duodenum","rectum, ileum, duodenum","ileum, duodenum, jejunum",D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.850,Chapter 16 - Endocrine System; Chapter 2 - Classification,"of, small, the",,,0.000,,
What name is given to the movement of food material through the gastrointes- tinal tract?,peristalsis,segmentation,deglutition,bowel movement,A,,,,,,,,,,,,,Chapter 2 - Classification,0.990,Chapter 2 - Classification,"food, material, name, of, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.999,chapter_2::2_5_the_animal_kingdom_heads_up,"food, material, of, the, to"
Correctly complete the sentence: Pepsinogen is,converted to pepsin by hydrochloric acid,converted to pepsin by intrinsic factor,secreted by the pancreas,involved in production of carbohydrate digesting enzymes 9 Gastro-Intestinal System 173,A,,,,,,,,,,,,,Chapter 2 - Classification,0.750,Chapter 2 - Classification,"correctli, the",,,0.000,,
Emulsiﬁ cation is the name of the process carried out by:,lipase,bile,micelles,lacteals,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.994,Chapter 1 - Chemicals,"by, cation, is, name, name of, of, the",,,0.000,,
The pH of the stomach and the pH of the small intestine are BEST described (respectively) as:,acidic and alkaline/basic,strongly acidic and weakly alkaline/basic,acidic and weakly alkaline/basic,strongly acidic and strongly alkaline/basic,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.999,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"and, are, of, of the, small, the",,,0.000,,
"What feature do procarboxypeptidase, pepsinogen, ﬁ brinogen, chymotryp- sinogen have in common?",they are all enzymes.,they are all produced by the pancreas.,they are all inactive.,they all digest proteins.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.612,Chapter 1 - Chemicals; Chapter 2 - Classification; Chapter 10 - Lymphatic System,"common, in",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.776,chapter_1::1_2_elements_and_atoms_heads_up; chapter_1::1_3_compounds_and_molecules_heads_up,"common, in"
Which layer of the alimentary canal is responsible for absorbing the products of digestion?,muscularis interna,mucosa,serosa,submucosa,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.984,Chapter 1 - Chemicals,"for, is, layer, of, the",,,0.000,,
Protein is digested to polypeptides by which of the following?,pepsinogen,intrinsic factor 9 Gastro-Intestinal System 174,hydrochloric acid,pepsin,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.974,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"by, is, of, protein, the, to",,,0.000,,
What are the products of carbohydrate digestion?,monosaccharides,amino acids,monoglycerides,monogylcerols,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.987,Chapter 1 - Chemicals,"are, are the, carbohydrate, of, of carbohydrate, the",,,0.000,,
What does bile do?,Bile stimulates the release of lipase,Bile emulsiﬁ es fat,Bile digests fat,Bile hydrolyses fat,B,,,,,,,,,,,,,,0.000,,,,,0.000,,
What is the function of the hepatic portal vein?,to return blood from the liver to the heart,"to transport blood rich in amino acids, monosaccharides and free fatty acids to the liver",to transport the products of protein and carbohydrate digestion from gut to the liver,to allow the nutrients absorbed from the gut to bypass the liver.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.972,Chapter 1 - Chemicals,"function, function of, is, of, the",,,0.000,,
Which of the following are the end products of protein hydrolysis?,monoglycerols,keto acids and non-essential amino acids,polypeptides,amino acids and di- and tripeptides,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"are, are the, of, of protein, protein, the",,,0.000,,
One of the following is NOT a function of the liver. Which one?,recycling of red blood cells,storage of fat soluble vitamins 9 Gastro-Intestinal System 175,removal and recycling of lactic acid,activation of vitamin D,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.991,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, function, function of, is, of, the",,,0.000,,
Which of the following is NOT a part of the gastrointestinal tract?,ileum,pancreas,rectum,caecum,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.987,Chapter 16 - Endocrine System,"of, of the, part, the",,,0.000,,
What converts pepsinogen to pepsin in the stomach?,hydrochloric acid,gastrin,intrinsic factor,pepsinase,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.886,Chapter 1 - Chemicals,"in, in the, the, to",,,0.000,,
What the products of hydrolysis of lipids?,monosaccharides,chylomicrons,amino acids and small peptides,free fatty acids and monoglycerols,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.908,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"lipid, of, the",,,0.000,,
Why are sinusoids the type of capillaries found within a liver lobule?,to allow for mixing of blood from the hepatic artery and the hepatic portal vein.,so that liver synthesised plasma proteins may enter the blood,to allow worn out red blood cells to leave the blood stream.,in order for the products of digestion to be removed from the blood.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.945,Chapter 1 - Chemicals,"a, are, found, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.989,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, are, found, of, the"
